name,age,street,city,state,zip,lng,lat
Allen Mack,64,283 Nicholas Spring Apt. 945,West Joshuafurt,Mississippi,62425,-2.439537,-30.4166635
Mark Valdez,63,173 Lee Place Suite 158,Estesland,Washington,08199,-76.393761,-84.7216565
Matthew Lopez,79,68015 Brennan Meadows,North Calvin,Kansas,63435,14.936500,81.5936815
Mr. Daniel Anderson DDS,78,95179 Sharp Skyway Apt. 041,Wendyville,Utah,43823,-40.084373,26.8368325
George Cabrera,43,4046 May Meadow Suite 061,Johnsberg,Florida,70698,42.435129,16.840974
Elizabeth Moore,52,53271 Melissa Squares,Mathewburgh,Idaho,18978,-81.315151,19.245901
Janet Duarte,32,9755 Jessica Divide Apt. 465,Shawshire,Alabama,61116,-25.915002,1.448054
Lisa Valencia,45,53781 Brooke Way Apt. 020,West Christineshire,Utah,50141,28.044765,10.3277345
Francisco Stewart,20,715 Kimberly Meadow,Josephburgh,New Mexico,64935,-93.945339,-39.3324635
Herbert Smith,57,06375 Miller View,North Geraldborough,Nebraska,54738,169.122016,7.311346
Russell Rivers,31,7034 Foster Island Suite 840,Philipborough,New Jersey,36140,-72.258009,-56.192050
Joseph Patton,56,7424 Amy Causeway,Victoriahaven,Wyoming,51017,-86.386216,-71.1289935
Matthew Reyes MD,79,61884 Jennifer Village Suite 204,Darrylmouth,North Carolina,68595,91.571122,86.364949
Hannah Dorsey,79,30013 Melissa Brooks Apt. 109,South Gregoryfurt,Hawaii,14035,-95.427848,39.0425845
Matthew Gutierrez,18,480 Heather Heights,Kimberlyburgh,Wyoming,08084,-152.268970,33.0630175
Andrew Cowan,40,329 Vicki Mission,Deanport,Iowa,05811,-129.165463,-8.6273415
Gavin Richardson,78,3995 Zachary Mews Suite 945,West Melissa,Arkansas,37542,154.564265,-72.147421
Peter Burton,19,5026 Kathleen Turnpike,Ronaldton,Montana,23654,-67.506209,-37.975244
Monica Wong,77,7611 Justin Crossroad Suite 927,Port Kristine,Iowa,77100,-5.679324,24.654372
Matthew Shaffer,39,55794 Patricia Wells Suite 195,Ramirezstad,New Hampshire,23043,-117.983448,41.133493
Eric Wright,40,599 Andrews Via Suite 279,Fosterview,Delaware,10013,-22.897322,-11.115274
Marc Walker,23,1783 Hurst Square Apt. 254,Johnfort,Florida,56032,-44.082107,-41.5490015
Charles Page,79,29611 Cox Rapid,North Josephside,Vermont,23886,129.447834,-16.5992585
Adam Peterson,78,517 Ramos Causeway Apt. 934,North Reginaldmouth,Tennessee,53962,152.206910,64.143737
Ashley Cox,28,8984 Holly Estate Suite 819,South Jacob,Connecticut,86511,152.268905,66.556531
Brent Diaz,77,081 Scott Mount,North Davidberg,Connecticut,27002,-178.201289,85.4961635
Kristina Munoz,64,68629 Sarah Springs Apt. 149,Brownhaven,Wyoming,24264,-31.902413,-88.1391835
Julia Esparza,76,76363 Willis Shore,Stephenmouth,Wyoming,07812,158.881889,-75.0377795
Angel King,39,49519 Stephanie Prairie Apt. 326,North Erikaport,New Mexico,77026,18.823171,46.3921885
Amber Mccullough,57,67397 Williams Corners,Brendaview,Nevada,16015,122.151681,19.8683315
Michele Wagner,37,27654 Philip Summit,Claymouth,Wisconsin,78352,-48.247171,30.182539
Linda Franklin,52,2839 William Mountains,New Jenniferhaven,New York,50775,151.794496,83.144606
Philip Robinson,67,0512 James Island,East Briannafurt,North Dakota,55650,-90.378924,-8.7964705
Katherine Nguyen DDS,19,095 Freeman Route,West Justinshire,Oregon,63128,108.951783,86.9481065
Laurie Clark,27,487 Brown Plaza Apt. 199,New Tara,Mississippi,97117,-60.383225,80.0865845
Kendra Grimes,77,173 Mary Landing Apt. 132,Wayneborough,Massachusetts,84008,163.551906,21.7121615
Meagan Todd,61,3812 Aguilar Drive,West Todd,Alabama,39619,126.200272,47.8069495
Jill Watson,41,717 Chad Radial Suite 058,Mccoystad,Louisiana,03423,-25.741733,46.7556295
Vanessa Manning,29,020 Jacob Dale,South Danieltown,Massachusetts,62475,-74.338233,-20.2355445
Patricia Thompson,79,383 Andrew Knoll,Weissport,Nevada,20877,71.648122,-37.7814645
Michelle Brown,58,30346 Hall Radial,North Maryborough,Hawaii,83477,-153.785566,-39.905189
Randy Mendoza,20,08650 Andrew Run Apt. 964,South Amanda,New Jersey,43752,-55.206860,-24.9467935
Shannon Steele,56,94191 Alexandria Stravenue Suite 236,Villanuevaberg,Georgia,83848,68.341448,67.5201005
Casey Carter,27,74052 Ross Shoals,Lauraport,New York,80580,72.712495,31.1975775
Brian Johnson,72,08215 Becky Estates Apt. 831,Carsonbury,Iowa,18206,-64.893959,-18.1404215
Meghan Ramos,39,81921 Davis Parks,Josephborough,Arizona,03196,153.058123,-37.097761
Michelle Evans,76,9196 Peterson Mews,Oconnellborough,New Hampshire,59374,-116.986555,-19.1889785
Shawn Bennett,45,08936 Phillip Inlet Suite 563,West Deanna,Georgia,86242,-136.123344,71.7664345
Timothy Gonzales,27,969 Duncan Trace Suite 516,North Dawnside,Texas,61042,141.798276,-71.7700355
Brett Rodriguez,44,794 Adams Route,Lake Wyattborough,Texas,33203,-137.919493,63.117797
Marissa Jefferson DDS,23,4060 Chaney Courts,Marilynchester,Michigan,37521,122.583704,-1.2794685
Tracy Preston,47,976 Carter Mountain Apt. 429,Juanburgh,Wisconsin,16629,-123.110321,13.5346555
Robert Chen,52,36817 Thomas Brooks,Gardnermouth,Tennessee,22921,31.918235,-31.5213295
Kiara Gibbs,69,89918 Carroll Orchard Apt. 710,South Lisaville,Arizona,85212,-27.514285,-26.8384945
Joyce Franklin,34,36198 Timothy Lakes Apt. 868,New Larrymouth,Texas,07586,102.655261,5.813190
William Wiley,32,7668 Mary Creek Suite 533,East Linda,Massachusetts,72300,-8.927479,-40.2941605
Anita Valdez,41,10564 Tracy Summit Suite 917,Laurafurt,Arkansas,91225,-106.979662,-87.608468
Brian Rodriguez,20,4752 Trevino Courts,Collinsfort,South Carolina,18464,167.412446,-49.2137515
Derek Rocha,74,2187 Christopher Courts Suite 273,Wallville,Missouri,02760,46.098197,59.678080
Isaiah Brown,77,1050 Griffin Forges Suite 847,North Lisa,Oregon,91676,-152.446292,60.9339835
Michael Spence MD,42,577 Kent Road Suite 766,North Samantha,Maine,12759,-43.899573,70.562469
Richard Keith,22,04831 Melanie Wells Suite 976,North Tiffany,Kentucky,30380,102.703218,2.3666515
Brent Bentley,58,708 Benjamin Trail,Baldwinshire,Illinois,81153,-1.295112,5.0667045
Anthony Carter,80,548 William Divide Suite 066,Tylerburgh,West Virginia,20665,113.226384,1.7639065
Douglas Crosby,40,0907 Phillips Field,Kerriland,Colorado,43328,-168.006389,11.100968
David Harris,68,849 Wells Plaza,Lake Timberg,New Jersey,56588,-72.922551,-81.9755795
Timothy Martinez,45,771 Alan Mill Suite 376,East Kristine,Arizona,14974,77.775763,29.293759
Calvin Simmons,22,32201 Robert Junction,Adamhaven,Kansas,55521,124.272102,48.387027
Sarah Hartman,78,97763 Dunlap Centers Apt. 296,Cordovastad,Minnesota,80489,55.469713,67.9790815
Anna Dean,39,564 Sharon Field Suite 391,Richardsonmouth,Massachusetts,67143,-59.113754,73.773337
Jordan Page,50,499 Peggy Hollow Apt. 202,Jamiemouth,North Dakota,54013,-29.041158,-30.9850365
Brianna Baker,47,72263 Matthew Knoll,North Michael,Massachusetts,28054,164.105876,69.6978225
Sarah Melton,73,6152 Mendez Union Suite 426,North Michealmouth,Montana,23149,-49.357685,-42.344615
Jeffrey Salazar,29,730 Sabrina Mountain Apt. 382,Port Katherinestad,Arizona,82248,65.745127,-72.2060785
Roger Barnes,19,5691 Randolph Junctions,Lake Jennifer,Indiana,47266,90.231991,34.550498
Mrs. Crystal Welch,59,09287 Jason Rest Apt. 916,Meyerstad,Iowa,64733,-60.884501,-26.2889035
Elizabeth Everett,30,109 Warner Crossroad,South Robertburgh,Hawaii,40517,-104.177107,74.003627
Pamela Bailey,61,1776 Mark Walks,Suttonview,Nevada,51024,-163.515227,-40.7320995
Michelle Adams,56,4969 Stephen Corners,East Crystal,New Jersey,23409,-125.364259,80.456419
Robin Wright,46,36231 Wilson Fall,New Traceyton,Montana,37225,-159.348105,68.0164185
Stephanie Patterson,51,9867 Ryan Freeway Apt. 449,Lisaland,North Dakota,90986,-26.412344,50.569596
James Dyer,42,54861 Patricia Island Suite 466,East Latoya,Ohio,86037,-0.372395,-41.866507
Lindsey Anthony,70,8726 Jay Cliffs Suite 665,New Sarahland,Montana,53756,82.902610,70.2352175
Jamie Stewart,19,25616 Elizabeth Wall Apt. 901,Brownside,Washington,90370,71.603486,-0.486226
Brenda Lopez,20,306 William Shoals,Veronicahaven,Washington,66826,-66.326966,-53.4825575
Michael White,48,0839 Huff Street Suite 394,Bentonfort,Vermont,66293,132.869951,-52.745817
Patrick Keller,33,611 Stanley Inlet Apt. 481,Shafferbury,Michigan,42415,87.245914,2.922467
Travis Miller,39,108 Christina Wall,Port Chase,South Carolina,06902,-90.027953,57.7040065
Jennifer Williams,26,86216 Mary Bridge Suite 514,West Devin,Virginia,30309,-143.670500,56.9458415
David Martin,30,858 Gill Lights Suite 146,South Edwardstad,Alabama,55139,-114.987150,54.5490305
Christina Chen,49,671 Jose Fall Apt. 743,Katherineshire,Kansas,13805,-39.753891,45.9218285
Stephanie Trujillo,53,62049 Chelsea Branch,Thompsonburgh,Kansas,15041,-145.713570,-1.837142
Nina Johns,24,507 Candice Club,Lake Stephanieberg,Virginia,26767,122.323133,80.216565
Kimberly Dunn,44,8622 Garcia Haven Apt. 099,East Tony,Maine,48482,48.010947,-68.0894775
Paul Levy,21,4781 William Summit Suite 834,Thomaschester,Mississippi,42831,-16.732612,-45.7952475
David Nicholson,49,3284 Campbell Knolls,Courtneyport,Hawaii,34540,-6.526887,81.014346
William Cook,22,3309 Pineda Route Suite 446,Gomezland,Indiana,90357,-2.435275,20.8847665
Julie Wilson,28,4441 Ruiz Way Apt. 341,Cherylton,Maine,68242,-69.771910,33.3909595
Jeremy Watts,23,8577 Lopez Manors,East Kristyton,Montana,60700,139.722015,-22.6990195
Paul Parrish,61,49780 Williams Track,Lake Joseph,Virginia,17015,57.145606,-16.756937
Kiara Carter,51,60089 Mike Shoals Suite 373,Francismouth,Nevada,95324,-106.718485,60.453489
Kathy Parks,64,108 Kimberly Expressway,Hernandezshire,North Dakota,61850,17.906075,79.2711715
Christopher Williams,44,8826 Tanner Crescent,Lambside,Iowa,75187,-9.007780,4.1475125
Kevin Peters,31,1307 King Ferry,Timothyberg,Oregon,28941,-50.110198,-87.887124
Brittany Miller,35,9877 Karen Rest,West Angelaton,Kentucky,51162,-38.021941,77.9827445
Teresa Sanchez,41,5439 Parker Summit,Michellebury,Iowa,04354,-133.364618,-68.198615
Anthony Smith,57,475 Butler Stravenue Apt. 510,New Emilyside,Minnesota,01914,-148.574777,69.190044
Michelle Ward,45,8347 William Plaza,Wilsonport,New Mexico,90221,-165.312864,57.198178
Mary Rodriguez,67,543 Glenn Trail,Morganbury,South Dakota,13808,-35.216815,-44.380931
Sharon Simpson,46,440 Eric Highway Apt. 959,Smithburgh,Vermont,77270,39.111174,49.928909
Timothy Wells,21,859 Robert Vista,Gordonport,Delaware,25003,-151.205899,-33.9996495
William Jimenez,77,5855 Joyce Flat Suite 067,Timothyfurt,Nebraska,75975,50.383763,-29.3009275
Lauren Klein,56,09020 Stanton Turnpike Suite 256,North Joshua,Maine,54497,116.320812,38.713693
Matthew Hudson,61,2314 Johnson Throughway Suite 774,New Tiffanyland,Tennessee,10998,-48.749177,6.546149
Dawn Wheeler,74,9014 Ramos Fort,Douglasmouth,California,84826,-179.082889,-34.525698
John Davis,46,5290 Waters Common,New Amber,Colorado,01002,-79.871177,-16.657448
Glen Williams,46,92117 Francis Common,Rogersside,Illinois,38640,-127.018780,-83.452460
Thomas Collins,22,6290 Charles Brook,North Scott,Nevada,46306,-85.854119,52.692647
Suzanne Warren,33,405 Martin Ways,Evanshaven,West Virginia,36218,178.333506,8.8132975
Heather Berry,61,167 Taylor Meadow Apt. 350,New Taramouth,South Dakota,36065,-4.815856,37.8688895
Scott Adams,80,13284 Williams Ferry Apt. 836,Bryanside,Kansas,14505,118.578325,-16.707553
Sean Reid,23,0967 Jason Branch,Port Ralphland,New Jersey,26289,96.616519,47.7438685
Jennifer Fernandez,49,11877 Luis Plaza,West Amanda,Hawaii,76308,57.408738,-52.3378805
Andrea Morse,60,009 Kayla Cape Suite 568,North Reginaburgh,Texas,47362,-7.007314,28.057814
Michelle Snow PhD,79,20863 Pearson Heights,Smithtown,Idaho,10044,-37.915826,-13.0515825
Tiffany Gibbs,29,9241 Megan Ville,Fernandezburgh,Wisconsin,16142,13.637242,-4.734212
Patrick Simpson,67,241 Julia Land,Port Teresa,Louisiana,12797,-70.510421,83.9989125
Richard Park,35,212 Cox Spurs,Smithberg,New York,28334,50.735533,42.1479255
Daniel Walters,20,072 Smith Haven,West Cindybury,Mississippi,15200,130.923302,59.4385045
Ryan Clark,54,23892 Graham Keys,New Kevintown,Kentucky,79045,146.594571,54.8704635
Janet Preston,31,516 Jennifer Knoll,Courtneybury,Missouri,00896,-77.066883,-35.277345
Jesse Shannon,37,997 Moore Fords Apt. 810,Stonehaven,Louisiana,27373,-143.161632,-15.5189455
Travis Schultz,73,41359 Matthew Walks Suite 657,Lake Paige,Alaska,29082,-170.160314,-42.692163
Adrienne Cooper,49,850 Mary Crossing,Amandafurt,South Carolina,02423,173.150077,-26.869260
David Solomon,71,7952 Lee Wall,South David,Hawaii,11080,15.904483,7.819902
Duane Beck,69,11998 Nancy Locks Suite 954,Lake Mikaylahaven,Rhode Island,08226,177.751455,57.778117
Charles Anderson,43,01527 Spencer Way Apt. 873,East Josephberg,Louisiana,45682,-137.568349,-48.602218
Julie Thompson,25,064 Matthew Ways,Millerburgh,California,62495,-179.705762,-23.285579
Sara Perez,79,60642 Jones Tunnel,West Markshire,California,42068,87.624021,-0.9377125
Lauren Wells,30,455 Sandra Streets,North Jason,Alabama,93089,98.931911,88.890937
Daniel Grant,67,75667 Andrea Squares Suite 552,Jasonview,Virginia,56782,-90.514247,35.6258855
Lindsey Cooper,57,55914 Dustin Oval,Torresmouth,Wyoming,33902,19.715121,42.9282315
Darius Smith,35,26050 Lisa Loop,Hendersonton,Arizona,29047,142.359056,78.2776205
Timothy Ryan,46,5054 Montes Terrace,Jackfort,Illinois,04887,-95.062992,-20.706421
Christie Brennan,46,05061 Amanda Tunnel,Lake Amy,Oklahoma,52111,74.574928,-33.2756055
Randall Levy,33,06886 Justin Square,Amyside,Minnesota,96213,-145.969189,60.619532
Christopher Christensen,23,436 Robertson Springs,North Brian,Maine,55558,127.752947,68.972325
Ms. Kaitlyn Smith,68,9284 Stacey Fields Suite 154,Marktown,Arkansas,52485,-91.037402,-2.660109
Angela Harding,49,901 Andrade Square,Martinmouth,Mississippi,18519,74.677509,-56.5458555
Richard Miller DDS,51,0485 William Path,Lake Michelleville,Alabama,81354,-134.774245,0.597349
Justin Wilson,37,832 Smith Canyon Apt. 311,Port Michaelbury,Wyoming,63962,-14.659172,24.678213
Kenneth Morales,80,7105 Price Views,Philipton,Connecticut,17973,179.819137,60.816438
Angela Grant,80,55718 Martin Loaf Suite 215,Port Juliefort,Texas,27479,-103.239177,32.815926
Ricky Miller,41,62661 Carroll Unions,East Dariusside,Vermont,18308,-2.034626,-31.815965
Valerie Phillips,49,45721 Fox Village,East Matthew,Oregon,40663,168.649739,-81.6219695
Xavier Hunter,40,3400 Raymond Mills,Myersmouth,Michigan,59121,50.885897,-84.0995635
Samantha Thomas,19,57022 Lisa Shore Apt. 151,Williamsview,Oklahoma,02598,56.786455,-78.819691
Travis Suarez,26,01215 Riley Circles Suite 832,Rodriguezside,California,23045,175.253130,-52.0812565
Ruben Bridges,54,565 Karen Alley Suite 959,West Michelleport,Mississippi,33802,46.407621,73.1485215
Dr. John Lamb DDS,78,27399 Foley Loop,New William,New Jersey,60604,121.036288,-6.904450
Susan Ferrell,77,69772 Montgomery River,Banksborough,Alabama,51617,-63.360321,89.3349925
Lawrence Williams,28,45724 Brendan Ramp,Floresville,New Jersey,09364,67.830673,-33.4871155
David Woodward,41,58179 Henry Underpass Suite 127,Watsonville,Washington,38418,-120.670818,41.818996
Catherine Hess,26,88561 Theresa Meadow,Amyville,South Dakota,08195,-15.585158,-11.4706565
Thomas Burke,24,13603 Jessica Crossing Suite 268,Lawsonmouth,Nevada,38901,-107.938260,37.3482005
Evelyn Miller,64,659 Cameron Valley Suite 198,South Jessica,Michigan,76713,-41.638379,-53.342233
Erik Dominguez,29,446 Fletcher Loaf Suite 957,Fraziermouth,California,95877,-76.521100,-34.5068005
Rebecca Wagner,28,431 Marissa Canyon,South Pennyland,Rhode Island,06152,130.531379,20.780441
Joshua Yang,77,57698 Michelle Locks Suite 956,Port Zacharyland,Montana,12066,-9.373915,-81.198032
Peter Leonard,68,90005 Wright Summit,Port Krystalview,Illinois,60973,-16.645384,72.0149515
Amanda Carpenter,63,401 Collins Lakes,Carolshire,Oregon,36346,-136.645514,84.8721765
Jermaine Gallagher,35,091 Matthew Dam,North Shelleychester,Vermont,32581,-73.938659,69.0619455
Paul Walsh,67,57754 John Place,North Michellemouth,Minnesota,11133,139.378406,31.0946975
Michelle Barnett,59,877 Morris Ford,Traciview,Missouri,64764,-1.858416,-23.8618955
Melinda Crawford,25,64733 Thomas Center,Lake Jonathan,Arizona,10591,29.088407,-61.1900645
Elizabeth Green,69,4274 Julian Pass,Middletonville,Oregon,11841,-82.792967,-35.989266
Savannah Bender,53,638 Allison Throughway Suite 182,Mcdonaldfort,New Hampshire,74320,-86.866324,87.6799545
Pamela Pope,76,1633 Booth Shoal,Emilytown,New Jersey,68038,60.597819,13.022614
Melissa Tyler,44,41835 Julie Crossroad Apt. 270,Sarahmouth,Georgia,56412,170.878624,-82.647680
Alicia Chambers,30,3531 Manning Passage,Gilbertport,Delaware,67526,-55.451985,-61.808364
Jesus Walker,76,794 Fred Mews,Jonesborough,Oklahoma,15393,179.854175,55.0066595
Amanda Callahan,45,02599 Emily View,Carterville,Tennessee,27003,-109.365384,34.0975275
Daniel Barker,33,227 Shawn Common,Obrienborough,Delaware,20482,6.636873,-26.540182
Crystal Johnson,50,5160 Daniel Bypass,Howardville,Georgia,14492,-70.041439,-14.1929435
Jeffrey Horton,19,0446 Michelle Island,South Joshuaburgh,Nebraska,84679,-162.659016,-79.4316545
Haley Alvarez,41,100 Fitzpatrick Street,Port Ericmouth,Idaho,84766,141.110399,72.7873915
Stephanie Hill,36,42929 Lewis Shoal Apt. 642,Tylermouth,New Jersey,70266,47.634632,38.5131075
Susan Davis,30,44371 Miranda Lane Apt. 308,Pattersonchester,North Carolina,14927,-40.426969,55.406128
Victoria Cox,61,91479 Ivan Circle Apt. 711,North Gabrielle,Kentucky,74974,28.720444,58.876171
Judith Stewart,29,572 Tamara Parkway Suite 290,East Nicholas,California,73270,-176.665898,16.057774
Matthew Lee,48,075 Ruben Forest Apt. 021,Brandymouth,New Jersey,87572,-153.626103,-60.063106
Jeremiah Castro,27,4418 Timothy Lakes,Larryview,Alabama,97232,145.362082,4.1205315
Hector Harris,49,55086 Pamela Vista,Martinstad,New Mexico,87955,-30.358323,-19.6587045
Linda Wise,72,75659 Bailey Stravenue Apt. 369,Rhodeschester,Washington,81200,89.309490,58.439809
Tina Chen,24,526 Houston Turnpike Suite 709,Danamouth,Oklahoma,40600,166.974622,85.246310
Brooke Miller,37,10520 Jessica Skyway Apt. 398,West Mary,Hawaii,58031,-131.479298,-42.6659795
Courtney Wilson,22,78400 Alan Center,West Brianville,Maine,17282,85.323794,-48.3839595
Jessica Brown,19,10697 Stevenson Course,Ronaldstad,North Carolina,77343,85.898313,-81.2416775
Stuart Palmer,70,3156 Mendez Flats,New Stanleyborough,South Carolina,30755,-11.358919,-50.047363
Mary Sharp,80,58520 Mcgrath Street Apt. 655,Harringtonshire,Louisiana,24677,-108.383591,39.144956
Megan Maldonado,49,3809 Edward Falls Suite 256,West Anthony,Mississippi,99206,-130.910377,8.1832055
Melinda Perez,65,672 Morton Garden,New Cheryl,Alaska,89185,-48.578938,-58.5573675
Chad Warren,37,3221 Beverly Trail Suite 878,Mariatown,Minnesota,66971,-100.074710,-1.9495925
Sharon Curtis,31,460 Joseph Key,Turnerfort,North Dakota,63420,-16.160041,-63.279876
Willie Davenport,37,4696 Davidson Village,New Jennifer,Minnesota,75284,122.646570,36.805630
Kenneth Barry,60,299 Allison Fort Apt. 476,South Julieberg,Missouri,87751,137.489224,69.370271
Zachary Simon,49,39691 James Trafficway,Floresside,Iowa,02320,131.269132,28.2255625
Shannon Scott,66,6003 Torres Prairie Apt. 688,Port Marcus,New York,51134,111.566159,32.7498055
Catherine Harris,29,035 Jeremy Meadows Apt. 686,West Isaacmouth,Wisconsin,97227,93.692790,-79.1774755
Barbara Evans,44,67871 Cooper Viaduct Apt. 389,Port Michaelmouth,Hawaii,18122,7.789695,15.119999
Robert Lewis,48,82009 Morris Fields Suite 393,Watsontown,Nebraska,19160,-151.037123,-77.0352985
Garrett Barnes,55,3908 Daisy Unions Suite 429,New Deborahmouth,Oklahoma,96283,114.561797,73.3607925
Amanda Bullock,30,78671 Ford Stream Apt. 425,Lamberttown,South Dakota,56060,-116.636261,12.8773465
Mary Kelly,31,19372 Erica Tunnel Suite 616,Wyattstad,Idaho,57205,116.228203,-89.2629905
Linda Riggs,59,974 Bennett Alley Apt. 988,Blakefurt,Kansas,58871,116.651351,52.914285
Christopher Sims,18,0095 Karen Mountains Apt. 852,Andrewview,Delaware,98501,176.266243,-6.4900275
Patrick Williams,80,7267 Stone Fort Suite 351,New Taylormouth,South Carolina,22631,150.042537,40.913340
William Stout,35,12041 Munoz Fields Apt. 064,New Michealport,Idaho,45545,105.954437,28.4008885
Sharon Green,57,01576 Black Island Suite 361,North Christopherbury,Nebraska,46780,-103.198179,18.176250
Robert Coleman,21,72937 Hubbard Extension,Lake Kathryn,Rhode Island,73583,8.006042,66.252240
Louis Anderson,72,13481 Lee Plain,Valerieside,Florida,03955,12.697754,73.2374965
Courtney Jacobson MD,44,66562 James Mountains Apt. 092,Allentown,Iowa,26385,-117.737107,-48.1222665
Ashley Murphy,76,40498 Romero Stream Apt. 134,Kanestad,Oregon,02944,37.030241,20.5607655
Cheryl Schmidt,74,6679 Michelle Ports Suite 522,Lake Christopher,Rhode Island,69352,-156.726258,-38.774638
Sierra Baker,56,59165 James Crest Apt. 776,Danielland,New York,58021,170.641058,-4.644357
Casey Chan,58,8316 Carlos Mill,Millerland,Alaska,41686,145.835820,-3.037659
Connie Rogers,63,17361 Edward Manor,Emilyfort,North Dakota,79366,20.661894,-18.5955985
Susan Gray,58,891 Amber Springs,Reyesview,Montana,45474,-176.901675,-8.0539605
Elizabeth Booth,47,69489 Ashley Ramp,Rebeccabury,Alaska,21422,-174.395629,-9.8294755
Benjamin Nelson,76,99599 Brown Field Suite 845,East Christian,Missouri,88741,-169.686772,-0.851702
Melvin Sanders,54,36062 Christopher Junctions,Bradleyberg,New Mexico,69051,-142.366777,-9.599252
Caitlin Anthony,78,4468 Walker Squares,Valentineshire,Mississippi,02225,27.708271,30.5182845
Robert Jensen DDS,57,5215 Lynn Stravenue Apt. 545,West Jasmineville,Louisiana,20856,141.206762,-41.275824
Stacy Johnson,50,5556 Angela Flat Suite 547,Tylerberg,California,46260,128.045413,-45.2848765
April Dean,57,540 Craig Turnpike Apt. 944,Jenniferview,North Dakota,14263,60.350199,44.073683
Emily Bates,79,06044 Jennifer Terrace,Rogersville,North Dakota,27068,-53.258684,-4.9629035
Amanda Pineda,20,2066 Johnson Plaza,Charlesmouth,Indiana,43989,168.508642,87.211662
Elizabeth Shaffer,23,610 Angela Brook,Crystalmouth,Washington,06268,24.620142,6.4669635
Joseph Phillips,36,2401 Castro Stream Suite 105,Barnettborough,Mississippi,51116,161.970424,56.960815
Patrick Patterson,29,1848 Garcia Extension,Davidborough,New York,80806,121.172908,-67.9441635
Michael Warren,61,9320 Denise Camp Apt. 697,Patriciachester,Arizona,31787,35.353257,40.818056
